Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Vuadens;1628;00;Riaz;2148;FR;7.022390464307455;46.63032303959926;fr;2008-07-01
Riaz;1632;00;Riaz;2148;FR;7.041906797708115;46.64198695490247;fr;2008-07-01
La Roche FR;1634;00;La Roche;2149;FR;7.168375659296982;46.69212002694003;fr;2008-07-01
Treyvaux;1733;00;La Roche;2149;FR;7.1280460027971335;46.714815024336104;fr;2008-07-01
Sâles (Gruyère);1625;00;Sâles;2152;FR;6.964008323316227;46.62952003694257;fr;2008-07-01
Maules;1625;02;Sâles;2152;FR;6.997054184022071;46.64236582793837;fr;2008-07-01
Romanens;1626;00;Sâles;2152;FR;6.9735851460413345;46.652382521261885;fr;2008-07-01
Treyfayes;1626;02;Sâles;2152;FR;6.9582077437856;46.65387974693025;fr;2008-07-01
Rueyres-Treyfayes;1626;03;Sâles;2152;FR;6.954257272125994;46.64382068218185;fr;2008-07-01
Vaulruz;1627;00;Sâles;2152;FR;6.957805857255835;46.605728651569066;fr;2008-07-01
Sorens;1642;00;Sorens;2153;FR;7.043646498937124;46.67294555044613;fr;2008-07-01
Vaulruz;1627;00;Vaulruz;2155;FR;6.982590687188092;46.61752825224187;fr;2008-07-01
Vuadens;1628;00;Vaulruz;2155;FR;6.977499708506479;46.59311486884805;fr;2008-07-01
Bulle;1630;00;Vaulruz;2155;FR;6.987965906361584;46.58025741122223;fr;2008-07-01
Vuadens;1628;00;Vuadens;2160;FR;7.000723822025258;46.60999173068221;fr;2008-07-01
Bulle;1630;00;Vuadens;2160;FR;7.032701374554688;46.61086811909679;fr;2008-07-01
Moléson-sur-Gruyères;1663;04;Bas-Intyamon;2162;FR;7.044195582537303;46.557439447330054;fr;2008-07-01
Estavannens;1665;00;Bas-Intyamon;2162;FR;7.119916984256726;46.56257642283398;fr;2008-07-01
Villars-sous-Mont;1666;02;Bas-Intyamon;2162;FR;7.055793422153181;46.5442406557081;fr;2008-07-01
Enney;1667;00;Bas-Intyamon;2162;FR;7.069807869703165;46.56215751308721;fr;2008-07-01
Charmey (Gruyère);1637;00;Val-de-Charmey;2163;FR;7.20051663765116;46.62333272369119;fr;2008-07-01
Cerniat FR;1654;00;Val-de-Charmey;2163;FR;7.216608856110802;46.66779838843954;fr;2008-07-01
Schwarzsee;1716;03;Val-de-Charmey;2163;FR;7.259608071555958;46.64564649294457;de;2008-07-01
Autigny;1742;00;Autigny;2173;FR;7.033293691398996;46.74076234188318;fr;2008-07-01
Lentigny;1745;00;Autigny;2173;FR;7.00655121474995;46.752286176798094;fr;2008-07-01
Corjolens;1754;02;Avry;2174;FR;7.04271603967659;46.78690624707547;fr;2008-07-01
Avry-sur-Matran;1754;04;Avry;2174;FR;7.0649338622872815;46.789751283473024;fr;2008-07-01
Chésopelloz;1720;02;Belfaux;2175;FR;7.069383640409539;46.80848168022049;fr;2008-07-01
Belfaux;1782;00;Belfaux;2175;FR;7.097056221165595;46.82474963797843;fr;2008-07-01
Autafond;1782;02;Belfaux;2175;FR;7.077646788307768;46.81639337612787;fr;2008-07-01
Chénens;1744;00;Chénens;2177;FR;6.9964450049330384;46.74256289329272;fr;2008-07-01
Corminboeuf;1720;00;Corminboeuf;2183;FR;7.098471136180148;46.80413733014256;fr;2008-07-01
Chésopelloz;1720;02;Corminboeuf;2183;FR;7.076932076218151;46.80594765309308;fr;2008-07-01
Matran;1753;00;Corminboeuf;2183;FR;7.089131717178655;46.79289341717105;fr;2008-07-01
Cottens FR;1741;00;Cottens (FR);2186;FR;7.034666958868592;46.754711725955474;fr;2008-07-01
Ferpicloz;1724;03;Ferpicloz;2194;FR;7.1622246835646814;46.748177397941305;fr;2008-07-01
Fribourg;1700;00;Fribourg;2196;FR;7.164950768636804;46.80421631071207;fr;2008-07-01
Bourguillon;1722;00;Fribourg;2196;FR;7.17534717253908;46.798383824959785;fr;2008-07-01
Givisiez;1762;00;Givisiez;2197;FR;7.12552646396861;46.813423675866176;fr;2008-07-01
Granges-Paccot;1763;00;Granges-Paccot;2198;FR;7.153373162365333;46.82209869442925;fr;2008-07-01
Marly;1723;00;Marly;2206;FR;7.1473578889008795;46.77680054817977;fr;2008-07-01
Posieux;1725;00;Marly;2206;FR;7.127007515691407;46.76938798039673;fr;2008-07-01
Matran;1753;00;Matran;2208;FR;7.088677234196359;46.785914834651656;fr;2008-07-01
Neyruz FR;1740;00;Neyruz (FR);2211;FR;7.062162518960182;46.766165181911134;fr;2008-07-01
Pierrafortscha;1723;04;Pierrafortscha;2216;FR;7.180826686837663;46.77698533300433;fr;2008-07-01
Le Mouret;1724;00;Le Mouret;2220;FR;7.181836063190617;46.749898494923244;fr;2008-07-01
Essert FR;1724;02;Le Mouret;2220;FR;7.161384177258292;46.73649871040608;fr;2008-07-01
Montévraz;1724;04;Le Mouret;2220;FR;7.183362513910042;46.71351076854471;fr;2008-07-01
Oberried FR;1724;05;Le Mouret;2220;FR;7.192869426335909;46.729853116221186;fr;2008-07-01
Zénauva;1724;07;Le Mouret;2220;FR;7.188212726580416;46.719430629296134;fr;2008-07-01
Bonnefontaine;1724;08;Le Mouret;2220;FR;7.203937965777023;46.733325114882;fr;2008-07-01
Tentlingen;1734;00;Le Mouret;2220;FR;7.193631574911175;46.75305183829677;de;2008-07-01
Essert FR;1724;02;Treyvaux;2226;FR;7.16002638836542;46.72926180472875;fr;2008-07-01
Senèdes;1724;06;Treyvaux;2226;FR;7.146555860369562;46.73939385246687;fr;2008-07-01
Treyvaux;1733;00;Treyvaux;2226;FR;7.144123388377461;46.720640903371596;fr;2008-07-01
Villars-sur-Glâne;1752;00;Villars-sur-Glâne;2228;FR;7.1229709317450585;46.79614728192877;fr;2008-07-01
Villarsel-sur-Marly;1723;03;Villarsel-sur-Marly;2230;FR;7.174450197929014;46.762209573888654;fr;2008-07-01
Le Mouret;1724;00;Villarsel-sur-Marly;2230;FR;7.186899706605346;46.759620018162465;fr;2008-07-01
Posieux;1725;00;Hauterive (FR);2233;FR;7.110189793815754;46.77167243002048;fr;2008-07-01
Ecuvillens;1730;00;Hauterive (FR);2233;FR;7.07753608178603;46.75625570716411;fr;2008-07-01
Lentigny;1745;00;La Brillaz;2234;FR;7.002636199604157;46.76097209477156;fr;2008-07-01
Corjolens;1754;02;La Brillaz;2234;FR;7.035318615582041;46.78331626300122;fr;2008-07-01
Onnens FR;1756;00;La Brillaz;2234;FR;7.038019223966621;46.77158795860442;fr;2008-07-01
Lovens;1756;02;La Brillaz;2234;FR;7.0218483730324905;46.772027589478945;fr;2008-07-01
Lossy;1782;03;La Sonnaz;2235;FR;7.104243116315468;46.836037896631474;fr;2008-07-01
La Corbaz;1782;04;La Sonnaz;2235;FR;7.1146216814381384;46.840723803570626;fr;2008-07-01
Cormagens;1782;05;La Sonnaz;2235;FR;7.136062698360964;46.8356610720453;fr;2008-07-01
Formangueires;1782;06;La Sonnaz;2235;FR;7.1217319961872825;46.827746304764084;fr;2008-07-01
Villarlod;1695;00;Gibloux;2236;FR;7.029241400004728;46.70572248920389;fr;2008-07-01
Rueyres-St-Laurent;1695;02;Gibloux;2236;FR;7.0396163794712185;46.71836503187269;fr;2008-07-01
Estavayer-le-Gibloux;1695;03;Gibloux;2236;FR;7.021879262662989;46.72270433852656;fr;2008-07-01
Villarsel-le-Gibloux;1695;04;Gibloux;2236;FR;7.015661096164677;46.712554959766294;fr;2008-07-01
Vuisternens-en-Ogoz;1696;00;Gibloux;2236;FR;7.057847864057002;46.70406226937314;fr;2008-07-01
Farvagny-le-Grand;1726;00;Gibloux;2236;FR;7.0720125681544905;46.7164747071192;fr;2017-09-01
Farvagny-le-Petit;1726;02;Gibloux;2236;FR;7.072795551895822;46.73139338734179;fr;2008-07-01
Grenilles;1726;03;Gibloux;2236;FR;7.04869925502256;46.72705715472369;fr;2008-07-01
Posat;1726;04;Gibloux;2236;FR;7.061363948450828;46.741948886472485;fr;2008-07-01
Corpataux;1727;00;Gibloux;2236;FR;7.100278328149379;46.744895155104125;fr;2016-06-01
Magnedens;1727;02;Gibloux;2236;FR;7.07965025800488;46.74118594504524;fr;2008-07-01
Rossens FR;1728;00;Gibloux;2236;FR;7.09960950617777;46.724720227091936;fr;2008-07-01
Prez-vers-Noréaz;1746;00;Prez;2237;FR;7.010522230404636;46.784305645795826;fr;2008-07-01
Corserey;1747;00;Prez;2237;FR;6.988554903978446;46.773043409598905;fr;2008-07-01
Corjolens;1754;02;Prez;2237;FR;7.0318535263918225;46.78390840557596;fr;2008-07-01
Noréaz;1757;00;Prez;2237;FR;7.038414894056908;46.80165947212063;fr;2008-07-01
Senèdes;1724;06;Bois-d'Amont;2238;FR;7.14184765133132;46.741792571891246;fr;2008-07-01
Posieux;1725;00;Bois-d'Amont;2238;FR;7.12232858482955;46.76928734402876;fr;2008-07-01
Ependes FR;1731;00;Bois-d'Amont;2238;FR;7.149222540274872;46.756228510518824;fr;2008-07-01
Arconciel;1732;00;Bois-d'Amont;2238;FR;7.115318779950631;46.75303290931114;fr;2008-07-01
Grolley;1772;00;Grolley-Ponthaux;2239;FR;7.066109465058863;46.83459011158431;fr;2008-07-01
Nierlet-les-Bois;1772;01;Grolley-Ponthaux;2239;FR;7.058084055336624;46.81715102160686;fr;2008-07-01
Ponthaux;1772;02;Grolley-Ponthaux;2239;FR;7.039850182472446;46.81664706570708;fr;2008-07-01
Courgevaux;1796;00;Courgevaux;2250;FR;7.105569092829696;46.90295814728698;de;2008-07-01
Murten;3280;00;Courgevaux;2250;FR;7.1074178761764815;46.91635454298065;de;2008-07-01
Villarepos;1583;00;Courtepin;2254;FR;7.080352237643398;46.882262863609114;fr;2008-07-01
Pensier;1783;00;Courtepin;2254;FR;7.126840654929806;46.84686504377108;fr;2008-07-01
Barberêche;1783;04;Courtepin;2254;FR;7.158592879115306;46.859930622626926;fr;2008-07-01
Courtepin;1784;00;Courtepin;2254;FR;7.1249991571903095;46.86084507883711;fr;2008-07-01
Wallenried;1784;03;Courtepin;2254;FR;7.109771608894852;46.87690843892355;fr;2008-07-01
Courtaman;1791;00;Courtepin;2254;FR;7.132222125533339;46.871319668755916;fr;2008-07-01
Courlevon;1795;00;Courtepin;2254;FR;7.105562272256112;46.88277681547801;de;2008-07-01
Kleingurmels;3212;02;Courtepin;2254;FR;7.1855975563340255;46.882958957383536;de;2008-07-01
Cressier FR;1785;00;Cressier (FR);2257;FR;7.139951283128892;46.896414642274365;fr;2008-07-01
Fräschels;3284;00;Fräschels;2258;FR;7.207932127261197;46.99805991095457;de;2008-07-01
Greng;3280;04;Greng;2261;FR;7.091893487657443;46.91475613838522;de;2008-07-01
Cordast;1792;00;Gurmels;2262;FR;7.150093605837463;46.873067290503485;de;2008-07-01
Guschelmuth;1792;02;Gurmels;2262;FR;7.1405878693265805;46.88336432606175;de;2008-07-01
Kriechenwil;3179;00;Gurmels;2262;FR;7.206543656195181;46.917401309047946;de;2008-07-01
Gümmenen;3205;00;Gurmels;2262;FR;7.232591701583768;46.93206916176315;de;2008-07-01
Wallenbuch;3206;02;Gurmels;2262;FR;7.224773331866933;46.93214853920456;de;2008-07-01
Gurmels;3212;00;Gurmels;2262;FR;7.17356886197119;46.88862751058722;de;2008-07-01
Kleingurmels;3212;02;Gurmels;2262;FR;7.184910375275681;46.884170931010914;de;2008-07-01
Liebistorf;3213;00;Gurmels;2262;FR;7.191806746325161;46.911968859678886;de;2008-07-01
Wileroltigen;3207;00;Kerzers;2265;FR;7.228215811827978;46.97904476688112;de;2008-07-01
Golaten;3207;02;Kerzers;2265;FR;7.227957569044904;46.985325516696136;de;2008-07-01
Kerzers;3210;00;Kerzers;2265;FR;7.198431110367501;46.97897974022064;de;2008-07-01
Kleinbösingen;3213;02;Kleinbösingen;2266;FR;7.203700209102537;46.893759687891546;de;2008-07-01
Murten;3280;00;Meyriez;2271;FR;7.1113411345709245;46.923868280733224;de;2008-07-01
Meyriez;3280;02;Meyriez;2271;FR;7.107682753995757;46.92334749034672;de;2008-07-01
Misery;1721;01;Misery-Courtion;2272;FR;7.069142058482014;46.85137278155826;fr;2008-07-01
Cormérod;1721;02;Misery-Courtion;2272;FR;7.083117674327611;46.866751003270544;fr;2008-07-01
Courtion;1721;04;Misery-Courtion;2272;FR;7.069146559932841;46.860773025240775;fr;2008-07-01
Cournillens;1721;05;Misery-Courtion;2272;FR;7.09984346636204;46.856774444591025;fr;2008-07-01
Muntelier;3286;00;Muntelier;2274;FR;7.136125049510344;46.94202495299434;de;2008-07-01
Clavaleyres;1595;02;Murten;2275;FR;7.093225865408878;46.8981697588924;de;2008-07-01
Jeuss;1793;00;Murten;2275;FR;7.173607914430426;46.90968395902032;de;2008-07-01
Salvenach;1794;00;Murten;2275;FR;7.149845482217056;46.91393107080682;de;2008-07-01
Courlevon;1795;00;Murten;2275;FR;7.109999303627747;46.89154989057329;de;2008-07-01
Gempenach;3215;00;Murten;2275;FR;7.199229617751387;46.94300314300513;de;2008-07-01
Büchslen;3215;02;Murten;2275;FR;7.182636943867287;46.94382832016865;de;2008-07-01
Lurtigen;3215;03;Murten;2275;FR;7.171222139628908;46.92735581350413;de;2008-07-01
Murten;3280;00;Murten;2275;FR;7.136478728497983;46.928586490836075;de;2008-07-01
Greng;3280;04;Murten;2275;FR;7.0976346867548825;46.91542879540082;de;2008-07-01
Galmiz;3285;00;Murten;2275;FR;7.146009190212379;46.96216117344268;de;2008-07-01
Kerzers;3210;00;Ried bei Kerzers;2276;FR;7.193890960114415;46.96311807200943;de;2008-07-01
Ried b. Kerzers;3216;00;Ried bei Kerzers;2276;FR;7.174684707105194;46.96295847799015;de;2008-07-01
Agriswil;3216;02;Ried bei Kerzers;2276;FR;7.201923692476848;46.95486093583758;de;2008-07-01
Ulmiz;3214;00;Ulmiz;2278;FR;7.1993587529844945;46.929868616349765;de;2008-07-01
Sugiez;1786;00;Mont-Vully;2284;FR;7.107068228762139;46.9691709071373;fr;2008-07-01
Môtier (Vully);1787;00;Mont-Vully;2284;FR;7.071328888942643;46.94431907899768;fr;2008-07-01
Mur (Vully) FR;1787;01;Mont-Vully;2284;FR;7.063990421098231;46.94598798374582;fr;2008-07-01
Praz (Vully);1788;00;Mont-Vully;2284;FR;7.098952791329757;46.95426217953453;fr;2008-07-01
Lugnorre;1789;00;Mont-Vully;2284;FR;7.074362188649593;46.958326098780844;fr;2008-07-01
Gampelen;3236;00;Mont-Vully;2284;FR;7.069979300568799;46.974246879578814;de;2008-07-01
Brünisried;1719;00;Brünisried;2292;FR;7.27804164462968;46.75564068515456;de;2008-07-01
Fribourg;1700;00;Düdingen;2293;FR;7.1829539556533275;46.81490817855072;fr;2008-07-01
Düdingen;3186;00;Düdingen;2293;FR;7.189247802455534;46.84449281069274;de;2008-07-01
Giffers;1735;00;Giffers;2294;FR;7.229293753307345;46.75364907215068;de;2008-07-01
Bösingen;3178;00;Bösingen;2295;FR;7.234442979949257;46.886982160451375;de;2008-07-01
Wünnewil;3184;00;Bösingen;2295;FR;7.268048964122406;46.88974545567523;de;2008-07-01
Schmitten FR;3185;00;Bösingen;2295;FR;7.239531135441998;46.86769388802058;de;2008-07-01
Heitenried;1714;00;Heitenried;2296;FR;7.300734950427476;46.82305152088614;de;2008-07-01
Plaffeien;1716;00;Plaffeien;2299;FR;7.285940746647758;46.725701418172115;de;2008-07-01
Oberschrot;1716;02;Plaffeien;2299;FR;7.273125122407526;46.739142879279505;de;2008-07-01
Schwarzsee;1716;03;Plaffeien;2299;FR;7.302317727101788;46.68913802514406;de;2008-07-01
Brünisried;1719;00;Plaffeien;2299;FR;7.284859767177321;46.748420141565234;de;2008-07-01
Zumholz;1719;02;Plaffeien;2299;FR;7.293264223431782;46.756739803433355;de;2008-07-01
Sangernboden;1738;00;Plaffeien;2299;FR;7.341541468015704;46.67895898448844;de;2008-07-01
Schwarzsee;1716;03;Plasselb;2300;FR;7.254054399335519;46.673871048197334;de;2008-07-01
Plasselb;1737;00;Plasselb;2300;FR;7.238729668054311;46.71223370945989;fr;2008-07-01
Rechthalten;1718;00;Rechthalten;2301;FR;7.244750029596222;46.76542066772943;de;2008-07-01
Giffers;1735;00;Rechthalten;2301;FR;7.251491760113836;46.75227489617602;de;2008-07-01
Bonnefontaine;1724;08;St. Silvester;2303;FR;7.1971796273546325;46.75109940023668;fr;2008-07-01
Tentlingen;1734;00;St. Silvester;2303;FR;7.199904070702811;46.75513976444415;de;2008-07-01
St. Silvester;1736;00;St. Silvester;2303;FR;7.218514569476912;46.726612031963136;de;2008-07-01
Alterswil FR;1715;00;St. Ursen;2304;FR;7.2703631868168195;46.78014377123701;de;2008-07-01
St. Ursen;1717;00;St. Ursen;2304;FR;7.228574440589503;46.78939199764584;de;2008-07-01
Rechthalten;1718;00;St. Ursen;2304;FR;7.256828771566767;46.774179312953606;de;2008-07-01
Tafers;1712;00;Schmitten (FR);2305;FR;7.2480295146275395;46.827504026903526;de;2008-07-01
St. Antoni;1713;00;Schmitten (FR);2305;FR;7.260928123181614;46.83440660922206;de;2008-07-01
Ueberstorf;3182;00;Schmitten (FR);2305;FR;7.2824382554041165;46.85448046570089;de;2008-07-01
Schmitten FR;3185;00;Schmitten (FR);2305;FR;7.251347294595306;46.84934161319744;de;2008-07-01
Fribourg;1700;00;Tafers;2306;FR;7.188391770831501;46.80707776020438;fr;2008-07-01
Tafers;1712;00;Tafers;2306;FR;7.215200200976086;46.81085471535246;de;2008-07-01
St. Antoni;1713;00;Tafers;2306;FR;7.264747956976006;46.82200320880316;de;2008-07-01
Heitenried;1714;00;Tafers;2306;FR;7.295637746696107;46.806936746154165;de;2008-07-01
Alterswil FR;1715;00;Tafers;2306;FR;7.283409444256328;46.78627244536363;de;2008-07-01
St. Ursen;1717;00;Tafers;2306;FR;7.222273613861093;46.7956693115086;de;2008-07-01
Ueberstorf;3182;00;Tafers;2306;FR;7.285750542776692;46.85448702717601;de;2008-07-01
Schmitten FR;3185;00;Tafers;2306;FR;7.2741822515413945;46.84813995714341;de;2008-07-01
Tentlingen;1734;00;Tentlingen;2307;FR;7.203804172634327;46.77255203630575;de;2008-07-01
Flamatt;3175;00;Ueberstorf;2308;FR;7.312639440864422;46.88734412344708;de;2008-07-01
Ueberstorf;3182;00;Ueberstorf;2308;FR;7.325638157615585;46.868845893587405;de;2008-07-01
Flamatt;3175;00;Wünnewil-Flamatt;2309;FR;7.306724589707463;46.88739016735376;de;2008-07-01
Neuenegg;3176;00;Wünnewil-Flamatt;2309;FR;7.296921854126933;46.89251737843148;de;2008-07-01
Wünnewil;3184;00;Wünnewil-Flamatt;2309;FR;7.27745869709736;46.87352767727673;de;2008-07-01
Schmitten FR;3185;00;Wünnewil-Flamatt;2309;FR;7.271083858913695;46.86272138906808;de;2008-07-01
Attalens;1616;00;Attalens;2321;FR;6.852562589917646;46.507510656092116;fr;2008-07-01
Tatroz;1617;02;Attalens;2321;FR;6.865949931868623;46.52862747648348;fr;2008-07-01
Les Monts-de-Corsier;1808;00;Attalens;2321;FR;6.874041229473158;46.50850966372075;fr;2008-07-01
Bossonnens;1615;00;Bossonnens;2323;FR;6.8471175832671545;46.529188772661925;fr;2008-07-01
Châtel-St-Denis;1618;00;Châtel-Saint-Denis;2325;FR;6.943520101432713;46.53380517053753;fr;2008-07-01
Les Paccots;1619;00;Châtel-Saint-Denis;2325;FR;6.972513767372928;46.502032151893346;fr;2008-07-01
Granges (Veveyse);1614;00;Granges (Veveyse);2328;FR;6.825742751818101;46.525070696463075;fr;2008-07-01
Remaufens;1617;00;Remaufens;2333;FR;6.881511510848899;46.53227137597547;fr;2008-07-01
Châtel-St-Denis;1618;00;Remaufens;2333;FR;6.889529041111252;46.52813841150751;fr;2008-07-01
St-Martin FR;1609;00;Saint-Martin (FR);2335;FR;6.885576576806993;46.573793413363205;fr;2008-07-01
Besencens;1609;02;Saint-Martin (FR);2335;FR;6.867968052272599;46.58802286868306;fr;2008-07-01
Fiaugères;1609;03;Saint-Martin (FR);2335;FR;6.892627912541482;46.58915097521302;fr;2008-07-01
Semsales;1623;00;Semsales;2336;FR;6.954218632394498;46.574890714048685;fr;2008-07-01
Vaulruz;1627;00;Semsales;2336;FR;6.957602613160806;46.600363764492926;fr;2008-07-01
Bulle;1630;00;Semsales;2336;FR;6.984651783515135;46.56937199255805;fr;2008-07-01
Porsel;1699;00;Le Flon;2337;FR;6.873339769328179;46.60248835296952;fr;2008-07-01
Pont (Veveyse);1699;02;Le Flon;2337;FR;6.8546357324136995;46.592324905159415;fr;2008-07-01
Bouloz;1699;03;Le Flon;2337;FR;6.891346403414731;46.61509065330921;fr;2008-07-01
Le Crêt-près-Semsales;1611;00;La Verrerie;2338;FR;6.9208234963905015;46.60673938649835;fr;2008-07-01
La Verrerie;1624;00;La Verrerie;2338;FR;6.919632082804463;46.5873167508536;fr;2008-07-01
Grattavache;1624;02;La Verrerie;2338;FR;6.9327700553265785;46.59754541063224;fr;2008-07-01
Progens;1624;03;La Verrerie;2338;FR;6.939235415925619;46.594929881535805;fr;2008-07-01
Progens;1624;03;La Verrerie;2338;FR;6.907826912690031;46.58117903467483;fr;2008-07-01
Egerkingen;4622;00;Egerkingen;2401;SO;7.7971600920205;47.32562910481049;de;2008-07-01
Härkingen;4624;00;Härkingen;2402;SO;7.820829394358862;47.30516114585148;de;2008-07-01
Kestenholz;4703;00;Kestenholz;2403;SO;7.755282342690669;47.27750687123854;de;2008-07-01
Egerkingen;4622;00;Neuendorf;2404;SO;7.801376549409956;47.31271215044129;de;2008-07-01
Neuendorf;4623;00;Neuendorf;2404;SO;7.8004800641757575;47.296618550374106;de;2008-07-01
Niederbuchsiten;4626;00;Niederbuchsiten;2405;SO;7.7781870462632625;47.28813987547763;de;2008-07-01
Neuendorf;4623;00;Oberbuchsiten;2406;SO;7.7796553405087945;47.30853727805811;de;2008-07-01
Oberbuchsiten;4625;00;Oberbuchsiten;2406;SO;7.7598692038256285;47.31261920064288;de;2008-07-01
Niederbuchsiten;4626;00;Oberbuchsiten;2406;SO;7.77349146439762;47.30239996943167;de;2008-07-01
Holderbank SO;4718;00;Oberbuchsiten;2406;SO;7.754110121254965;47.325948046815;de;2008-07-01
Oensingen;4702;00;Oensingen;2407;SO;7.718481011071781;47.29027186698856;de;2008-07-01
Balsthal;4710;00;Oensingen;2407;SO;7.702146439364642;47.2977389468274;de;2008-07-01
Wolfwil;4628;00;Wolfwil;2408;SO;7.798002729011116;47.26928480077868;de;2008-07-01
Seehof;2747;02;Aedermannsdorf;2421;SO;7.556865358907267;47.31635516111276;de;2008-07-01
Aedermannsdorf;4714;00;Aedermannsdorf;2421;SO;7.593356406189531;47.313291394630056;de;2008-07-01
Mümliswil;4717;00;Aedermannsdorf;2421;SO;7.584841939081078;47.32308584847816;de;2008-07-01
Ramiswil;4719;00;Aedermannsdorf;2421;SO;7.575952660289274;47.32596743175184;de;2008-07-01
Balsthal;4710;00;Balsthal;2422;SO;7.708004893189098;47.312935079580654;de;2008-07-01
Mümliswil;4717;00;Balsthal;2422;SO;7.721894875211697;47.33494561900703;de;2008-07-01
Herbetswil;4715;00;Herbetswil;2424;SO;7.57518411980341;47.28982538010901;de;2008-07-01
Welschenrohr;4716;00;Herbetswil;2424;SO;7.538072764933764;47.29474656894235;de;2008-07-01
Langenbruck;4438;00;Holderbank (SO);2425;SO;7.758860466325483;47.34209514176078;de;2008-07-01
Holderbank SO;4718;00;Holderbank (SO);2425;SO;7.752358690929512;47.33124443241294;de;2008-07-01
Laupersdorf;4712;00;Laupersdorf;2426;SO;7.652911241290619;47.30871413749805;de;2008-07-01
Mümliswil;4717;00;Laupersdorf;2426;SO;7.636272558375836;47.33212007733545;de;2008-07-01
Matzendorf;4713;00;Matzendorf;2427;SO;7.628786749473896;47.3036343494608;de;2008-07-01
Mümliswil;4717;00;Matzendorf;2427;SO;7.617717222818732;47.329870424063145;de;2008-07-01
Beinwil SO;4229;00;Mümliswil-Ramiswil;2428;SO;7.6475121729356585;47.36502979495302;de;2008-07-01
Reigoldswil;4418;00;Mümliswil-Ramiswil;2428;SO;7.699036206470047;47.37114760889593;de;2008-07-01
Mümliswil;4717;00;Mümliswil-Ramiswil;2428;SO;7.71429621368613;47.34373397780617;de;2008-07-01
